snippet_id,chain_index,step_index,provider,step,n_options,n_members,api_called,correct,truth_rank,truth_tied,truth_prob,top1_name,top1_prob,top2_name,top2_prob,confidence,entropy_bits,input_tokens,output_tokens
42,1,10,olympics,get series,9,9,1,0,2,1,0.270000,get the data,0.320000,get series,0.270000,0.2500,2.2689,500,92
42,1,11,olympics,with key Year,3,3,1,1,1,1,0.730000,with key Year,0.730000,preview,0.190000,0.6000,1.0782,464,45
42,1,12,olympics,and value Gold,3,3,1,1,1,1,0.530000,and value Gold,0.530000,preview,0.320000,0.3000,1.4220,470,45
43,0,0,shared,by date,2,2,1,1,1,1,1.000000,by date,1.000000,by tag,0.000000,1.0000,0.0000,372,35
43,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,472,143
43,0,2,shared,YouTube Views per Date,8,8,1,1,1,1,0.980000,YouTube Views per Date,0.980000,YouTube views by video,0.020000,0.9800,0.1414,500,156
43,0,3,shared,get series,9,9,1,0,2,1,0.140000,get the data,0.600000,get series,0.140000,0.5600,1.8786,443,92
43,0,4,shared,with key date,55,55,1,0,4,52,0.000000,with key views,0.940000,with key youtube_red_views,0.040000,0.9300,0.3361,996,686
43,0,5,shared,and value views,55,55,1,1,1,1,0.980000,and value views,0.980000,and value youtube_red_views,0.020000,0.9700,0.1414,1002,686
44,0,0,shared,by date,2,2,1,0,2,1,0.460000,by tag,0.540000,by date,0.460000,0.0700,0.9954,392,35
44,0,1,shared,May 2017,10,10,1,1,1,1,1.000000,May 2017,1.000000,April 2017,0.000000,0.9900,0.0000,492,143
44,0,2,shared,COFOG Structure,8,8,1,1,1,1,1.000000,COFOG Structure,1.000000,The Alan Turing Institute People (May 2017),0.000000,1.0000,0.0000,520,154
44,0,3,shared,filter data,8,8,1,0,3,1,0.130000,get the data,0.500000,get series,0.200000,0.4400,1.9987,453,83
44,0,4,shared,Service is,7,7,1,1,1,1,0.440000,Service is,0.440000,Service contains,0.190000,0.3400,2.1710,459,82
44,0,5,shared,Social protection,12,12,1,0,4,1,0.130000,General public services,0.310000,preview,0.170000,0.2600,2.7786,503,127
44,0,6,shared,then,14,14,1,0,2,1,0.200000,and Subservice is,0.450000,then,0.200000,0.4000,2.3431,537,160
44,0,7,shared,get the data,8,8,1,1,1,1,0.460000,get the data,0.460000,get series,0.210000,0.3900,2.0213,472,83
45,0,0,worldbank,byCountry,2,2,1,1,1,1,0.930000,byCountry,0.930000,byYear,0.070000,0.8600,0.3659,373,38
45,0,1,worldbank,United States,254,254,1,1,1,1,0.830000,United States,0.830000,China,0.170000,0.8200,0.6577,2506,2397
45,0,2,worldbank,Climate Change,22,22,1,1,1,1,0.710000,Climate Change,0.710000,Environment,0.260000,0.6800,1.0354,536,210
45,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.990000,CO2 emissions (kt),0.990000,Urban population growth (annual %),0.010000,0.9800,0.0808,1544,1200
45,1,0,worldbank,byCountry,2,2,1,1,1,1,0.920000,byCountry,0.920000,byYear,0.080000,0.8500,0.4022,371,38
45,1,1,worldbank,China,254,254,1,1,1,1,0.970000,China,0.970000,United States,0.030000,0.9700,0.1944,2504,2396
45,1,2,worldbank,Climate Change,22,22,1,1,1,1,0.730000,Climate Change,0.730000,Environment,0.220000,0.7100,1.0967,533,210
45,1,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,1.000000,CO2 emissions (kt),1.000000,Agricultural land (sq. km),0.000000,0.9900,0.0000,1541,1200
46,0,0,worldbank,byYear,2,2,1,0,2,1,0.050000,byCountry,0.950000,byYear,0.050000,0.9000,0.2864,357,38
46,0,1,worldbank,2010,145,145,1,0,6,2,0.050000,2023,0.240000,2020,0.130000,0.2200,3.6105,1799,1619
46,0,2,worldbank,Climate Change,22,22,1,1,1,1,0.730000,Climate Change,0.730000,Environment,0.220000,0.7200,1.1042,522,210
46,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.980000,CO2 emissions (kt),0.980000,CO2 emissions (metric tons per capita),0.020000,0.9700,0.1414,1530,1200
46,0,4,worldbank,sortValues(reverse=true),26,26,1,0,2,1,0.170000,take,0.450000,sortValues,0.170000,0.4200,2.4944,548,225
47,0,0,worldbank,byCountry,2,2,1,1,1,1,0.960000,byCountry,0.960000,byYear,0.040000,0.9300,0.2423,363,38
47,0,1,worldbank,Italy,254,254,1,1,1,1,1.000000,Italy,1.000000,Arab World,0.000000,1.0000,0.0000,2496,2396
47,0,2,worldbank,Education,22,22,1,0,5,18,0.000000,Social Protection & Labor,0.780000,Economy & Growth,0.170000,0.7600,0.9664,525,212
47,0,3,worldbank,"Unemployment, male (% of male labor force)",255,1331,1,1,1,1,0.980000,"Unemployment, male (% of male labor force)",0.980000,"Unemployment, total (% of total labor force)",0.020000,0.9800,0.1414,5562,5444
47,1,0,worldbank,byCountry,2,2,1,1,1,1,0.970000,byCountry,0.970000,byYear,0.030000,0.9400,0.1944,363,38
47,1,1,worldbank,Italy,254,254,1,1,1,1,1.000000,Italy,1.000000,Arab World,0.000000,1.0000,0.0000,2496,2396
47,1,2,worldbank,Education,22,22,1,0,5,18,0.000000,Social Protection & Labor,0.700000,Gender,0.190000,0.6800,1.2410,525,212
47,1,3,worldbank,"Unemployment, female (% of female labor force)",255,1331,1,1,1,1,1.000000,"Unemployment, female (% of female labor force)",1.000000,"Out-of-school adolescents of lower secondary school age, female (number)",0.000000,0.9900,0.0000,5608,5492
48,0,0,worldbank,byCountry,2,2,1,1,1,1,0.640000,byCountry,0.640000,byYear,0.360000,0.2700,0.9427,368,38
48,0,1,worldbank,United Kingdom,254,254,1,1,1,1,1.000000,United Kingdom,1.000000,Arab World,0.000000,1.0000,0.0000,2501,2397
48,0,2,worldbank,Climate Change,22,22,1,0,2,1,0.440000,Environment,0.520000,Climate Change,0.440000,0.4800,1.2375,531,209
48,0,3,worldbank,CO2 emissions (kt),67,67,1,1,1,1,0.970000,CO2 emissions (kt),0.970000,CO2 emissions (metric tons per capita),0.020000,0.9600,0.2219,1539,1200
49,0,0,shared,by date,2,2,1,1,1,1,0.520000,by date,0.520000,by tag,0.480000,0.0400,0.9988,376,35
49,0,1,shared,June 2017,10,10,1,1,1,1,1.000000,June 2017,1.000000,April 2017,0.000000,0.9900,0.0000,476,143
49,0,2,shared,Olympic medalists,1,1,0,1,,,,,,,,,,0,0
49,0,3,shared,group data,9,9,1,1,1,1,0.640000,group data,0.640000,get the data,0.270000,0.5800,1.3449,448,91
49,0,4,shared,by Year,13,13,1,0,3,11,0.000000,by Team,0.990000,by Games,0.010000,0.9900,0.0808,481,123
49,0,5,shared,count distinct Team,43,43,1,1,1,1,0.920000,count distinct Team,0.920000,count distinct Games,0.050000,0.9100,0.5061,741,409
49,0,6,shared,then,29,29,1,0,5,1,0.050000,preview,0.430000,count all,0.210000,0.4000,2.5350,643,289
49,0,7,shared,sort data,9,9,1,0,6,2,0.050000,get the data,0.360000,preview,0.180000,0.2800,2.5763,468,92
49,0,8,shared,by Year,6,6,1,0,6,1,0.040000,preview,0.400000,by Year descending,0.210000,0.2700,2.2236,452,66
49,0,9,shared,then,4,4,1,0,2,1,0.180000,preview,0.740000,then,0.180000,0.6600,1.1018,444,51
49,0,10,shared,get series,9,9,1,0,3,1,0.070000,preview,0.440000,get the data,0.340000,0.3700,2.1053,482,90
49,0,11,shared,with key Year,3,3,1,1,1,1,0.510000,with key Year,0.510000,preview,0.400000,0.2800,1.3369,446,45
49,0,12,shared,and value Team,3,3,1,0,3,1,0.250000,preview,0.480000,and value Year,0.270000,0.2200,1.5183,452,43
50,0,0,shared,by date,2,2,1,1,1,1,0.640000,by date,0.640000,by tag,0.360000,0.2700,0.9427,411,35
50,0,1,shared,June 2017,10,10,1,1,1,1,1.000000,June 2017,1.000000,April 2017,0.000000,0.9900,0.0000,511,143
50,0,2,shared,Olympic medalists,1,1,0,1,,,,,,,,,,0,0
50,0,3,shared,filter data,9,9,1,1,1,1,0.730000,filter data,0.730000,get the data,0.180000,0.7100,1.2196,483,91
50,0,4,shared,"Athlete contains(""James"")",37,37,1,1,1,1,0.600000,Athlete contains,0.600000,Athlete is,0.400000,0.5800,0.9710,730,362
50,0,5,shared,then,74,74,1,0,4,2,0.010000,or Athlete contains,0.810000,and Athlete contains,0.120000,0.7900,0.9319,1089,753
50,0,6,shared,group data,9,9,1,0,2,3,0.130000,get series,0.550000,group data,0.130000,0.4900,1.8745,498,91
50,0,7,shared,by Year,13,13,1,1,1,1,0.800000,by Year,0.800000,by Athlete,0.180000,0.7700,0.8157,531,123
50,0,8,shared,count distinct Athlete,43,43,1,1,1,1,0.500000,count distinct Athlete,0.500000,count all,0.440000,0.4800,1.3398,791,410
50,0,9,shared,then,29,29,1,1,1,1,0.380000,then,0.380000,preview,0.310000,0.3500,2.0059,692,287
50,0,10,shared,windowing,9,9,1,1,1,1,0.550000,windowing,0.550000,get series,0.380000,0.4900,1.4023,519,92
50,0,11,shared,window by Year(5),5,5,1,1,1,1,0.730000,window by Year,0.730000,expanding by Year,0.190000,0.6600,1.1631,506,69
50,0,12,shared,middle Year,12,12,1,0,7,3,0.020000,mean Year,0.250000,mean Athlete,0.240000,0.1700,2.8316,555,118
50,0,13,shared,mean Athlete,10,10,1,0,6,3,0.020000,then,0.400000,mean Year,0.230000,0.3200,2.3754,545,100
50,0,14,shared,then,6,6,1,1,1,1,0.510000,then,0.510000,preview,0.370000,0.4200,1.6073,519,64
50,0,15,shared,sort data,9,9,1,0,5,1,0.050000,get series,0.400000,filter data,0.210000,0.3300,2.3950,546,91
50,0,16,shared,by middle Year,6,6,1,0,3,1,0.200000,preview,0.420000,then,0.310000,0.3100,1.8513,534,70
50,0,17,shared,then,4,4,1,1,1,1,0.620000,then,0.620000,preview,0.320000,0.5100,1.2362,525,53
50,0,18,shared,get series,9,9,1,1,1,1,0.330000,get series,0.330000,preview,0.270000,0.2500,2.2392,561,91
50,0,19,shared,with key middle Year,3,3,1,1,1,1,0.580000,with key middle Year,0.580000,preview,0.360000,0.3600,1.2300,527,48
50,0,20,shared,and value Athlete,3,3,1,0,3,1,0.120000,preview,0.650000,and value middle Year,0.230000,0.4700,1.2587,534,45
50,0,21,shared,"setProperties(seriesName=""James"")",26,26,1,0,7,4,0.020000,append,0.400000,preview,0.200000,0.3800,2.8156,698,225
50,1,0,shared,by date,2,2,1,1,1,1,0.700000,by date,0.700000,by tag,0.300000,0.4100,0.8813,411,35
50,1,1,shared,June 2017,10,10,1,1,1,1,1.000000,June 2017,1.000000,April 2017,0.000000,0.9900,0.0000,511,143
50,1,2,shared,Olympic medalists,1,1,0,1,,,,,,,,,,0,0
50,1,3,shared,filter data,9,9,1,1,1,1,0.660000,filter data,0.660000,get the data,0.200000,0.6100,1.4096,483,91
50,1,4,shared,"Athlete contains(""John"")",37,37,1,1,1,1,0.690000,Athlete contains,0.690000,Athlete is,0.310000,0.6700,0.8932,730,362
50,1,5,shared,then,74,74,1,0,4,2,0.010000,or Athlete contains,0.820000,and Athlete contains,0.110000,0.8100,0.9037,1089,753
50,1,6,shared,group data,9,9,1,0,4,1,0.130000,get series,0.400000,windowing,0.200000,0.3300,2.2074,498,91
50,1,7,shared,by Year,13,13,1,1,1,1,0.740000,by Year,0.740000,by Athlete,0.240000,0.7100,0.9485,531,123
50,1,8,shared,count distinct Athlete,43,43,1,1,1,1,0.540000,count distinct Athlete,0.540000,count all,0.410000,0.5200,1.2532,791,410
50,1,9,shared,then,29,29,1,1,1,1,0.380000,then,0.380000,preview,0.280000,0.3400,1.9333,692,287
50,1,10,shared,windowing,9,9,1,1,1,1,0.620000,windowing,0.620000,get series,0.340000,0.5700,1.2025,519,92
50,1,11,shared,window by Year(5),5,5,1,1,1,1,0.660000,window by Year,0.660000,expanding by Year,0.240000,0.5700,1.3377,506,69
50,1,12,shared,middle Year,12,12,1,0,8,3,0.020000,mean Year,0.300000,mean Athlete,0.240000,0.2300,2.8380,555,118
50,1,13,shared,mean Athlete,10,10,1,0,6,3,0.020000,then,0.360000,mean Year,0.230000,0.2900,2.4300,545,100
50,1,14,shared,then,6,6,1,1,1,1,0.460000,then,0.460000,preview,0.410000,0.3500,1.6513,519,64
50,1,15,shared,sort data,9,9,1,0,5,1,0.050000,get series,0.370000,get the data,0.210000,0.2900,2.3467,546,91
50,1,16,shared,by middle Year,6,6,1,0,3,1,0.130000,preview,0.480000,then,0.300000,0.3800,1.8073,534,70
50,1,17,shared,then,4,4,1,1,1,1,0.580000,then,0.580000,preview,0.350000,0.4400,1.2959,525,53
50,1,18,shared,get series,9,9,1,1,1,1,0.330000,get series,0.330000,preview,0.230000,0.2400,2.2054,561,91
50,1,19,shared,with key middle Year,3,3,1,1,1,1,0.610000,with key middle Year,0.610000,preview,0.340000,0.4100,1.1803,527,48
50,1,20,shared,and value Athlete,3,3,1,0,3,1,0.130000,preview,0.620000,and value middle Year,0.250000,0.4400,1.3102,534,45
50,1,21,shared,"setProperties(seriesName=""John"")",26,26,1,0,10,7,0.010000,append,0.440000,preview,0.230000,0.4100,2.6670,698,225
54,0,0,shared,by date,2,2,1,1,1,1,0.790000,by date,0.790000,by tag,0.210000,0.5800,0.7415,394,35
54,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,494,143
54,0,2,shared,Turing Events (3 July 2017),9,9,1,1,1,1,1.000000,Turing Events (3 July 2017),1.000000,"Turing Events (3 July 2017, corrected)",0.000000,1.0000,0.0000,529,168
54,0,3,shared,windowing,9,9,1,0,6,1,0.020000,get the data,0.340000,group data,0.300000,0.2600,2.1698,471,92
54,0,4,shared,expanding by Date,5,5,1,0,5,1,0.100000,window by Date,0.320000,preview,0.250000,0.1400,2.2158,456,67
54,0,5,shared,sum Number,6,6,1,1,1,1,0.960000,sum Number,0.960000,preview,0.020000,0.9500,0.3023,462,65
54,0,6,shared,then,2,2,1,0,2,1,0.280000,preview,0.720000,then,0.280000,0.4400,0.8555,439,32
54,0,7,shared,get series,9,9,1,0,3,2,0.120000,get the data,0.460000,preview,0.150000,0.4000,2.3650,494,92
54,0,8,shared,with key last Date,3,3,1,0,3,1,0.220000,preview,0.530000,with key Number,0.250000,0.2900,1.4660,459,44
54,0,9,shared,and value Number,3,3,1,0,2,1,0.340000,and value last Date,0.520000,and value Number,0.340000,0.2800,1.4169,466,47
55,0,0,shared,by date,2,2,1,0,2,1,0.050000,by tag,0.950000,by date,0.050000,0.8900,0.2864,385,35
55,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,485,143
55,0,2,shared,"Turing Events (3 July 2017, corrected)",9,9,1,1,1,1,1.000000,"Turing Events (3 July 2017, corrected)",1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,520,170
55,0,3,shared,filter data,9,9,1,0,6,4,0.000000,group data,0.850000,get the data,0.110000,0.8200,0.7953,464,91
55,0,4,shared,Kind is not,13,13,1,0,6,4,0.010000,Kind is,0.750000,preview,0.110000,0.7100,1.4166,510,136
55,0,5,shared,Masterclass,7,7,1,0,6,1,0.020000,External event,0.690000,preview,0.130000,0.6400,1.5475,463,77
55,0,6,shared,and Kind is not,26,26,1,0,2,1,0.270000,then,0.300000,and Kind is not,0.270000,0.2700,2.8166,650,276
55,0,7,shared,External event,6,6,1,1,1,1,0.440000,External event,0.440000,Workshop,0.200000,0.3300,2.2105,468,68
55,0,8,shared,then,14,14,1,1,1,1,0.380000,then,0.380000,preview,0.210000,0.3400,2.3915,552,154
55,0,9,shared,group data,9,9,1,1,1,1,1.000000,group data,1.000000,preview,0.000000,0.9900,0.0000,497,91
55,0,10,shared,by Kind,5,5,1,1,1,1,0.990000,by Kind,0.990000,by Number,0.010000,0.9800,0.0808,473,58
55,0,11,shared,sum Number,15,15,1,1,1,1,0.870000,sum Number,0.870000,count all,0.100000,0.8500,0.6588,559,149
55,0,12,shared,then,8,8,1,0,2,1,0.130000,preview,0.770000,then,0.130000,0.7300,1.1209,514,91
55,0,13,shared,get series,9,9,1,0,5,1,0.050000,preview,0.330000,get the data,0.300000,0.2400,2.1356,516,90
55,0,14,shared,with key Kind,3,3,1,1,1,1,0.430000,with key Kind,0.430000,preview,0.350000,0.1300,1.5342,480,45
55,0,15,shared,and value Number,3,3,1,0,2,1,0.340000,preview,0.530000,and value Number,0.340000,0.2900,1.3973,486,43
56,0,0,shared,by date,2,2,1,1,1,1,0.530000,by date,0.530000,by tag,0.470000,0.0500,0.9974,386,35
56,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,486,143
56,0,2,shared,"Turing Papers (3 July 2017, raw)",9,9,1,1,1,1,1.000000,"Turing Papers (3 July 2017, raw)",1.000000,Turing Events (3 July 2017),0.000000,0.9900,0.0000,521,170
56,0,3,shared,filter data,8,8,1,0,2,1,0.410000,get the data,0.450000,filter data,0.410000,0.3600,1.6884,457,83
56,0,4,shared,"Details contains(""Petricek"")",7,7,1,0,2,1,0.260000,Name contains,0.530000,Details contains,0.260000,0.4500,1.6046,457,76
56,0,5,shared,then,14,14,1,0,6,1,0.020000,and Details contains,0.500000,and Name contains,0.200000,0.4700,2.2103,524,146
56,0,6,shared,get the data,8,8,1,1,1,1,0.360000,get the data,0.360000,filter data,0.350000,0.2800,2.2108,471,83
57,0,0,shared,by date,2,2,1,1,1,1,0.640000,by date,0.640000,by tag,0.360000,0.2900,0.9427,377,35
57,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,477,143
57,0,2,shared,Price Of Gold,9,9,1,1,1,1,1.000000,Price Of Gold,1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,512,159
57,0,3,shared,drop columns,9,9,1,0,4,1,0.040000,get the data,0.420000,get series,0.370000,0.3400,1.8705,445,92
57,0,4,shared,then,7,7,1,0,2,1,0.130000,preview,0.720000,then,0.130000,0.6700,1.4444,437,75
57,0,5,shared,get the data,9,9,1,1,1,1,0.420000,get the data,0.420000,get series,0.270000,0.3400,2.1017,454,92
58,0,0,shared,by date,2,2,1,1,1,1,0.860000,by date,0.860000,by tag,0.140000,0.7200,0.5842,391,35
58,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,491,143
58,0,2,shared,Exchange rate of GBP to USD,9,9,1,1,1,1,1.000000,Exchange rate of GBP to USD,1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,526,162
58,0,3,shared,drop columns,9,9,1,0,7,2,0.010000,get the data,0.310000,get series,0.260000,0.2300,2.2645,462,92
58,0,4,shared,then,4,4,1,0,3,1,0.200000,preview,0.450000,drop MMM YYYY,0.290000,0.2600,1.7442,433,51
58,0,5,shared,get the data,9,9,1,0,2,1,0.270000,filter data,0.300000,get the data,0.270000,0.2100,2.4458,471,91
59,0,0,shared,by date,2,2,1,1,1,1,0.590000,by date,0.590000,by tag,0.410000,0.1800,0.9765,407,35
59,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,507,143
59,0,2,shared,FTSE100 2009-2016,9,9,1,1,1,1,1.000000,FTSE100 2009-2016,1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,542,171
59,0,3,shared,drop columns,9,9,1,0,5,1,0.020000,get the data,0.640000,get series,0.230000,0.5900,1.5473,487,92
59,0,4,shared,then,8,8,1,0,3,3,0.010000,drop Low Price,0.910000,preview,0.060000,0.8800,0.5667,487,86
59,0,5,shared,get the data,9,9,1,1,1,1,0.460000,get the data,0.460000,drop columns,0.220000,0.3900,2.1362,496,92
60,0,0,shared,by date,2,2,1,1,1,1,0.900000,by date,0.900000,by tag,0.100000,0.8000,0.4690,373,35
60,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,473,143
60,0,2,shared,Turing People (22 July),9,9,1,1,1,1,1.000000,Turing People (22 July),1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,508,164
60,0,3,shared,group data,8,8,1,0,3,2,0.080000,get the data,0.670000,get series,0.100000,0.6200,1.6123,438,83
60,0,4,shared,by Role,5,5,1,1,1,1,0.830000,by Role,0.830000,by Position,0.110000,0.7900,0.8920,422,58
60,0,5,shared,count all,15,15,1,1,1,1,0.450000,count all,0.450000,count distinct Name,0.440000,0.4000,1.6104,516,157
60,0,6,shared,then,10,10,1,0,4,1,0.030000,count distinct Name,0.680000,preview,0.160000,0.6500,1.4451,486,118
60,0,7,shared,filter data,9,9,1,0,4,1,0.080000,get the data,0.460000,preview,0.270000,0.3900,2.0062,465,92
60,0,8,shared,Role is not,7,7,1,0,4,1,0.080000,Role is,0.390000,Role contains,0.320000,0.2900,2.1992,462,81
60,0,9,shared,Leadership,6,6,1,0,3,1,0.210000, Research Software Engineering,0.310000,preview,0.230000,0.1800,2.3525,458,71
60,0,10,shared,then,14,14,1,0,2,1,0.240000,preview,0.400000,then,0.240000,0.3500,2.4976,541,154
60,0,11,shared,get series,9,9,1,0,5,1,0.080000,get the data,0.360000,preview,0.270000,0.3000,2.3400,486,92
60,0,12,shared,with key Role,3,3,1,0,3,1,0.120000,with key count,0.620000,preview,0.260000,0.4300,1.2999,450,45
60,0,13,shared,and value count,3,3,1,0,2,1,0.320000,preview,0.500000,and value count,0.320000,0.2500,1.4713,456,43
61,0,0,shared,by date,2,2,1,0,2,1,0.400000,by tag,0.600000,by date,0.400000,0.2000,0.9710,373,35
61,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,473,143
61,0,2,shared,Turing YouTube Views (22 July),9,9,1,1,1,1,1.000000,Turing YouTube Views (22 July),1.000000,Turing Events (3 July 2017),0.000000,0.9900,0.0000,508,167
61,0,3,shared,windowing,9,9,1,0,6,2,0.020000,get the data,0.380000,group data,0.270000,0.3000,2.0979,449,92
61,0,4,shared,expanding by Date,105,105,1,0,8,98,0.000000,window by Views,0.630000,expanding by Views,0.300000,0.6200,1.3661,1618,1343
61,0,5,shared,sum Views,206,206,1,1,1,1,0.990000,sum Views,0.990000,max Views,0.010000,0.9800,0.0808,2408,2217
61,0,6,shared,then,202,202,1,0,2,1,0.030000,preview,0.960000,then,0.030000,0.9500,0.2747,2385,2184
61,0,7,shared,get series,9,9,1,0,4,1,0.120000,get the data,0.370000,preview,0.250000,0.3000,2.3315,472,92
61,0,8,shared,with key last Date,3,3,1,0,3,1,0.250000,preview,0.400000,with key Views,0.350000,0.1100,1.5589,437,44
61,0,9,shared,and value Views,3,3,1,1,1,1,0.520000,and value Views,0.520000,and value last Date,0.340000,0.2700,1.4169,444,46
62,0,0,shared,by date,2,2,1,1,1,1,0.900000,by date,0.900000,by tag,0.100000,0.8000,0.4690,385,35
62,0,1,shared,July 2017,10,10,1,1,1,1,1.000000,July 2017,1.000000,April 2017,0.000000,1.0000,0.0000,485,143
62,0,2,shared,Turing People (23 July),9,9,1,1,1,1,1.000000,Turing People (23 July),1.000000,Turing Events (3 July 2017),0.000000,1.0000,0.0000,520,164
62,0,3,shared,group data,8,8,1,0,3,2,0.060000,get the data,0.730000,get series,0.080000,0.7000,1.4590,450,83
62,0,4,shared,by Role,5,5,1,1,1,1,0.810000,by Role,0.810000,by Position,0.110000,0.7600,0.9729,434,58
62,0,5,shared,count all,15,15,1,0,2,1,0.380000,count distinct Name,0.470000,count all,0.380000,0.4200,1.7478,528,158
62,0,6,shared,then,10,10,1,0,4,1,0.040000,count distinct Name,0.710000,preview,0.160000,0.6700,1.3824,498,118
62,0,7,shared,filter data,9,9,1,0,4,1,0.050000,get the data,0.510000,preview,0.260000,0.4600,1.9922,477,92
62,0,8,shared,Role is not,7,7,1,0,4,1,0.080000,Role is,0.420000,Role contains,0.180000,0.3300,2.3371,474,81
62,0,9,shared,Leadership,6,6,1,0,3,1,0.220000, Research Software Engineering,0.280000,Turing Fellow,0.240000,0.1400,2.2264,471,72
62,0,10,shared,then,14,14,1,0,2,1,0.260000,preview,0.400000,then,0.260000,0.3500,2.4341,553,154
62,0,11,shared,get series,9,9,1,0,5,1,0.060000,group data,0.280000,preview,0.280000,0.2000,2.2692,498,90
62,0,12,shared,with key Role,3,3,1,0,3,1,0.120000,with key count,0.590000,preview,0.290000,0.3800,1.3341,462,45
62,0,13,shared,and value count,3,3,1,1,1,2,0.390000,preview,0.390000,and value count,0.390000,0.1000,1.5402,468,45
63,0,0,shared,by date,2,2,1,1,1,1,0.560000,by date,0.560000,by tag,0.440000,0.1300,0.9896,382,35
63,0,1,shared,August 2017,10,10,1,1,1,1,1.000000,August 2017,1.000000,April 2017,0.000000,0.9900,0.0000,482,143
63,0,2,shared,FTSE100 (2012-2017),1,1,0,1,,,,,,,,,,0,0
63,0,3,shared,windowing,9,9,1,1,1,1,0.610000,windowing,0.610000,get series,0.310000,0.5700,1.3352,463,92
63,0,4,shared,window by Date(50),15,15,1,0,4,1,0.020000,expanding by Close,0.480000,window by Close,0.410000,0.4400,1.5500,540,171
63,0,5,shared,last Date,28,28,1,0,3,26,0.000000,mean Close,0.990000,mean Adj Close,0.010000,0.9900,0.0808,611,246
63,0,6,shared,mean Open,26,26,1,0,3,24,0.000000,mean Close,0.990000,mean Adj Close,0.010000,0.9900,0.0808,601,229
63,0,7,shared,mean Close,22,22,1,1,1,1,1.000000,mean Close,1.000000,preview,0.000000,0.9900,0.0000,578,197
63,0,8,shared,then,18,18,1,0,3,1,0.050000,mean Adj Close,0.670000,preview,0.230000,0.6400,1.3755,555,166
63,0,9,shared,get series,9,9,1,0,2,2,0.220000,get the data,0.320000,drop columns,0.220000,0.2300,2.5066,494,92
63,0,10,shared,with key last Date,4,4,1,0,2,1,0.100000,with key Close,0.830000,with key last Date,0.100000,0.7800,0.8653,467,55
63,0,11,shared,and value Close,4,4,1,1,1,1,0.850000,and value Close,0.850000,preview,0.090000,0.7900,0.7945,474,55
64,0,0,worldbank,byCountry,2,2,1,1,1,1,0.870000,byCountry,0.870000,byYear,0.130000,0.7400,0.5574,361,38
64,0,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,1.0000,0.0000,2494,2397
64,0,2,worldbank,Health,22,22,1,1,1,1,0.950000,Health,0.950000,Gender,0.030000,0.9400,0.3349,524,209
64,0,3,worldbank,"Mortality rate, adult, male (per 1,000 male adults)",123,123,1,1,1,1,0.990000,"Mortality rate, adult, male (per 1,000 male adults)",0.990000,"Death rate, crude (per 1,000 people)",0.010000,0.9800,0.0808,2643,2339
64,0,4,worldbank,map(fun x -> x / 1000),26,26,1,0,6,2,0.060000,append,0.210000,preview,0.150000,0.1900,3.7209,561,225
64,1,0,worldbank,byCountry,2,2,1,1,1,1,0.890000,byCountry,0.890000,byYear,0.110000,0.7700,0.4999,361,38
64,1,1,worldbank,United States,254,254,1,1,1,1,1.000000,United States,1.000000,Arab World,0.000000,1.0000,0.0000,2494,2397
64,1,2,worldbank,Health,22,22,1,1,1,1,0.910000,Health,0.910000,Gender,0.070000,0.9000,0.5052,524,209
64,1,3,worldbank,"Mortality rate, adult, female (per 1,000 female adults)",123,123,1,1,1,1,0.980000,"Mortality rate, adult, female (per 1,000 female adults)",0.980000,"Mortality rate, adult, male (per 1,000 male adults)",0.010000,0.9800,0.1614,2643,2339
64,1,4,worldbank,map(fun x -> x / 1000),26,26,1,0,5,1,0.080000,preview,0.220000,setProperties,0.120000,0.1800,3.7637,561,225
65,0,0,expenditure,byYear,2,2,1,0,2,1,0.060000,byService,0.940000,byYear,0.060000,0.8800,0.3274,362,38
